Date,Open,High,Low,Close,Volume,Ticker,Return,NextReturn,Momentum_3,Volatility_3,MA_3,MA_5,VolumeLog,Target
2019-01-08,35.6264246419693,36.16477760345293,35.37868966576319,35.90989303588867,164101200.0,AAPL,0.019062903587237612,0.016981880293359675,0.06020089791269023,0.02246771380369606,35.488268534342446,35.59070053100586,18.91599387474164,0.016981880293359675
2019-01-09,36.038528801184015,36.81032493088937,35.64310582188923,36.519710540771484,180396400.0,AAPL,0.016981880293359675,0.003196453347982242,0.034061717136290914,0.011736536945779896,35.889251708984375,35.371070861816406,19.010667215282925,0.003196453347982242
2019-01-10,36.326772517155476,36.67693907416808,35.936110977771655,36.636444091796875,143122800.0,AAPL,0.003196453347982242,-0.00981817621447012,0.03968121141394776,0.008622769249790233,36.35534922281901,35.92419204711914,18.779213567962607,-0.00981817621447012
2019-01-11,36.41728668965994,36.612615608918475,36.09093884143746,36.27674102783203,108092800.0,AAPL,-0.00981817621447012,-0.01503733544485486,0.010215791831424514,0.013401875537507596,36.47763188680013,36.116188049316406,18.498500684647162,-0.01503733544485486
2019-01-14,35.93371395924827,36.033760982487586,35.54543337031035,35.73123550415039,129756800.0,AAPL,-0.01503733544485486,0.020467123581775493,-0.021590396663763833,0.009390520570072784,36.2148068745931,36.21480484008789,18.681172494821563,0.020467123581775493
2019-01-15,35.79556706051702,36.538775893087994,35.74316093670541,36.46255111694336,114843600.0,AAPL,0.020467123581775493,0.012216534519914779,-0.004746447947235444,0.019170313932372358,36.15684254964193,36.32533645629883,18.55908176939568,0.012216534519914779
2019-01-16,36.46492951737159,37.13191353036799,36.445872415883635,36.907997131347656,122278800.0,AAPL,0.012216534519914779,0.005937338827787686,0.01740112495307433,0.01858051066170295,36.367261250813804,36.402993774414064,18.621814249574097,0.005937338827787686
2019-01-17,36.7317059077999,37.55590792834496,36.507789604857706,37.127132415771484,119284800.0,AAPL,0.005937338827787686,0.006159984094781912,0.039066572759818285,0.007287148086470913,36.832560221354164,36.50113143920898,18.59702447744308,0.006159984094781912
2019-01-18,37.51781489324686,37.60833522881441,37.1557371857476,37.3558349609375,135004000.0,AAPL,0.006159984094781912,-0.022446625046157243,0.02449866552477875,0.003562762797491104,37.13032150268555,36.716950225830075,18.72081497300057,-0.022446625046157243
2019-01-22,37.25815028410485,37.33437502794704,36.355339053118676,36.5173225402832,121576000.0,AAPL,-0.022446625046157243,0.00404479484940512,-0.010585093243454136,0.016452137969753297,37.0000966389974,36.87416763305664,18.616050147820886,0.00404479484940512
2019-01-23,36.719814519412964,36.95564208685742,36.13620480760854,36.6650276184082,92522400.0,AAPL,0.00404479484940512,-0.007926324221244174,-0.01244655235390546,0.015940553316249818,36.84606170654297,36.91466293334961,18.342961346136487,-0.007926324221244174
2019-01-24,36.7102833160953,36.798419228909076,36.14573077657716,36.37440872192383,101766000.0,AAPL,-0.007926324221244174,0.033136650812299884,-0.026272367892189674,0.013266135809726402,36.51891962687174,36.807945251464844,18.438186627908497,0.033136650812299884
2019-01-25,37.0366202455851,37.667874332465686,36.76030141896033,37.579734802246094,134142000.0,AAPL,0.033136650812299884,-0.009254614263170535,0.029093377828862454,0.021117969022355278,36.87305704752604,36.89846572875977,18.714409505775237,-0.009254614263170535
2019-01-28,37.110460323189784,37.239094808998516,36.60307924072225,37.23194885253906,104768400.0,AAPL,-0.009254614263170535,-0.010364613921205135,0.015462179383337826,0.02410031682965925,37.06203079223633,36.873688507080075,18.4672627672102,-0.010364613921205135
2019-01-29,37.22004281201305,37.667875530253525,36.71027725105051,36.84605407714844,166348800.0,AAPL,-0.010364613921205135,0.0683347047698244,0.012966406102440153,0.024801248245985934,37.21924591064453,36.93943481445312,18.929597352708164,0.0683347047698244
2019-01-30,38.887501744026494,39.578304302722984,38.16811172006146,39.36391830444336,244439200.0,AAPL,0.0683347047698244,0.007201171817271312,0.04747727762279541,0.04512005705093345,37.81397374471029,37.47921295166016,19.31447716928985,0.007201171817271312
2019-01-31,39.568775479069075,40.257197227088255,39.199551937310474,39.64738464355469,162958400.0,AAPL,0.007201171817271312,0.0004808856146503171,0.06487535209564799,0.04131070975405608,38.619119008382164,38.13380813598633,18.909005517610826,0.0004808856146503171
2019-02-01,39.77126274294762,40.252440932753835,39.52590482913389,39.66645050048828,130672400.0,AAPL,0.0004808856146503171,0.028404775308939367,0.07654541290729489,0.037386744245897954,39.559251149495445,38.551151275634766,18.688203993327782,0.028404775308939367
2019-02-04,39.878448210142714,40.89083337940167,39.847479971250806,40.79316711425781,125982000.0,AAPL,0.028404775308939367,0.01710953867722287,0.03630860116009127,0.014574513504378325,40.035667419433594,39.26339492797852,18.651649605505483,0.01710953867722287
2019-02-05,41.17668632312443,41.70550903271067,41.05520140029468,41.491119384765625,144406400.0,AAPL,0.01710953867722287,0.00034449951860171524,0.04650331308828637,0.014046577809207334,40.650245666503906,40.19240798950195,18.78814211169538,0.00034449951860171524
2019-02-06,41.60307569024123,41.82223051192853,41.17430368331649,41.50541305541992,112958400.0,AAPL,0.00034449951860171524,-0.01893956974907618,0.04636065319000515,0.014118710906608883,41.26323318481445,40.620706939697264,18.542530176155758,-0.01893956974907618
